Date,Closing_Price
2022-03-31,359.2
2022-04-01,361.53
2022-04-04,381.8167
2022-04-05,363.7533
2022-04-06,348.5867
2022-04-07,352.42
2022-04-08,341.83
2022-04-11,325.31
2022-04-12,328.9833
2022-04-13,340.79
2022-04-14,328.3333
2022-04-18,334.7633
2022-04-19,342.7167
2022-04-20,325.7333
2022-04-21,336.26
2022-04-22,335.0167
2022-04-25,332.6733
2022-04-26,292.14
2022-04-27,293.8367
2022-04-28,292.5033
2022-04-29,290.2533
2022-05-02,300.98
2022-05-03,303.0833
2022-05-04,317.54
2022-05-05,291.0933
2022-05-06,288.55
2022-05-09,262.37
2022-05-10,266.68
2022-05-11,244.6667
2022-05-12,242.6667
2022-05-13,256.53
2022-05-16,241.4567
2022-05-17,253.87
2022-05-18,236.6033
2022-05-19,236.4733
2022-05-20,221.3
2022-05-23,224.9667
2022-05-24,209.3867
2022-05-25,219.6
